,repo,commit,commit_message,message
141,solar-resources,7814a8bba5543a776669df2178c651b8a420517c,"Add nova generic service resource

* The generic service resource may be used
to deploy multiple nova services like vncproxy,
scheduler, consoleauth etc.
* Add composition layer for the scheduler service

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add nova generic service resource

* The generic service resource may be used
to deploy multiple nova services like vncproxy,
scheduler, consoleauth etc.
* Add composition layer for the scheduler service

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
142,solar-resources,efd2620c8d34808ee054a20436dffdd664f46447,"Merge pull request #78 from Mirantis/jnowak/events_riak1

Complete event based riak example","Merge pull request #78 from Mirantis/jnowak/events_riak1

Complete event based riak example"
143,solar-resources,2e4c17ebb0e93db206f1be577185caf303a28c29,Merge branch 'master' into jnowak/events_riak1,Merge branch 'master' into jnowak/events_riak1
144,solar-resources,894182349af1ff024630a1e0d05e5da9e190fd02,"Merge pull request #81 from Mirantis/bogdando/neutron

Bogdando/neutron","Merge pull request #81 from Mirantis/bogdando/neutron

Bogdando/neutron"
145,solar-resources,3b31e7557ae99b3edd1b2c9e6411ea4484b4c144,Merge branch 'pretty' into jnowak/events_riak1,Merge branch 'pretty' into jnowak/events_riak1
146,solar-resources,6d54c0360b488dcc9702b713a142037cf0f85cfa,"Del duplicated puppet parameter

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Del duplicated puppet parameter

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
147,solar-resources,6650ef8e12c1a6c1468126c7af4c276e086b7a9a,"Fix ml2 agent resource and compostion

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix ml2 agent resource and compostion

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
148,solar-resources,aacb5bbe25bdf62256776eff63c4c8a510cc3f00,"W/a LP1490438 for ml2 plugin resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","W/a LP1490438 for ml2 plugin resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
149,solar-resources,e6d8a8ba11a420706f491bfc6ed3b5e88fa0e22b,"Remove ovs plugin and agent

Those aren't exist since Juno

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Remove ovs plugin and agent

Those aren't exist since Juno

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
150,solar-resources,585ec95d26aadeb528a6311732a7d1f9d15e59db,"Add neutron agent ovs with ml2 plugin resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add neutron agent ovs with ml2 plugin resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
151,solar-resources,0b46904f779383cb5a3876e661d5fa5e71de39ea,"Add neutron ml2 plugin resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add neutron ml2 plugin resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
152,solar-resources,edf51035c68de228f1e7b2e3c4bb560fc800f887,Merge branch 'master' into cgenie/graph-db,Merge branch 'master' into cgenie/graph-db
153,solar-resources,dccb6b5ed61ead46973d7847ecde04d01d09f324,"Merge pull request #53 from Mirantis/bogdando/apache_puppet

Add apache puppet resource","Merge pull request #53 from Mirantis/bogdando/apache_puppet

Add apache puppet resource"
154,solar-resources,348d0059415ff1c4f6a545892aa8a264d14ea9da,"Merge pull request #60 from Mirantis/bogdando/neutron

Bogdando/neutron","Merge pull request #60 from Mirantis/bogdando/neutron

Bogdando/neutron"
155,solar-resources,bb80096ed35477c54eb20200f92cb87420131bf1,"Fix neutron conf for compute and nova_neutron resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix neutron conf for compute and nova_neutron resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
156,solar-resources,aedc1b5be6d8289c5cd0d8dd20889e538d8110ca,"Fix neutron db stamp head

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix neutron db stamp head

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
157,solar-resources,34bbdc774040215a2c2c15ef57d7cde2b1690635,"Add neutron metadata agent resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add neutron metadata agent resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
158,solar-resources,f3414701573e4d882d9cc8bf860b618bab11aa13,"Add neutron L3 agent resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add neutron L3 agent resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
159,solar-resources,5934f203338c6c7e5c57219a1478fa9e6f74c294,"Add neutron DHCP agent resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add neutron DHCP agent resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
160,solar-resources,b3c68cd47ffb7b77fadf8e5d35d0fe1fd657f111,"Fix neutron stamp/upgrade head

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix neutron stamp/upgrade head

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
161,solar-resources,c746ecbb7aa89466250d5f6881983d0dec5494f1,"Fix core plugin, remove external class ref for neutron

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix core plugin, remove external class ref for neutron

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
162,solar-resources,b9045e09939fba302ccc49142f3bfd91372a9434,"Fix removed sql_con

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix removed sql_con

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
163,solar-resources,bd8cf685ff5d2dcd82b2655c9e8edada4261176d,"Add composition for OVS plugin/agent

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add composition for OVS plugin/agent

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
164,solar-resources,71605ea6353cfded3af479d540c67ec5f238b6b6,"Remove deprecated/unused sql conn inputs

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Remove deprecated/unused sql conn inputs

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
165,solar-resources,487126310c985da78218b8d9c2226e5f7e0cce43,"Add neutron OVS agent resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add neutron OVS agent resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
166,solar-resources,52ba02e5eb5a78d10be9e31c4adfcb5db1efbecd,"Add neutron ovs plugin resource

* Add compostion layer for OVS plugin with GRE
* Fix neutron tags, use_ssl input

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add neutron ovs plugin resource

* Add compostion layer for OVS plugin with GRE
* Fix neutron tags, use_ssl input

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
167,solar-resources,ea6354b134a4e99f64b48eb24323fad20bedafe3,"Remove external class ref for neutron server resource

* Fix rabbit inputs for neutron
* Decouple service neutron-server from neutron class

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Remove external class ref for neutron server resource

* Fix rabbit inputs for neutron
* Decouple service neutron-server from neutron class

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
168,solar-resources,2841ba046af549243c0dc4256191c5a010d04a9f,"Decouple neutron resource

* Use neutron base and API(server) resources
* Add db and db user for neutron composition layer

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Decouple neutron resource

* Use neutron base and API(server) resources
* Add db and db user for neutron composition layer

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
169,solar-resources,dc400bf9d9815f2117a2d213fb86092ad4eb2c25,"Add apache puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add apache puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
170,solar-resources,5093679938d1dc04d1a294abb2d047948f8162b1,Merge branch 'master' into dry-run,Merge branch 'master' into dry-run
171,solar-resources,bb29eb31b77cc233d7587b8f67d2c325991cddd9,"Merge pull request #61 from Mirantis/example-refactor

Refactor example-puppet.py actions","Merge pull request #61 from Mirantis/example-refactor

Refactor example-puppet.py actions"
172,solar-resources,6e5f7895ec4844cb9ccd34068d873e812d4f53f7,Refactor example-puppet.py actions,Refactor example-puppet.py actions
173,solar-resources,262b4f5d958535fad1f00498849fe7406c008dfa,"Merge pull request #59 from Mirantis/bogdando/cinder

Add cinder_glance resource","Merge pull request #59 from Mirantis/bogdando/cinder

Add cinder_glance resource"
174,solar-resources,4b3f883c4c64f1105845b1ae618a351cef1db620,"Decompose glance_api_servicers input

Because of existing limitations for resource inputs
connections, the glance_api_servicers upstream parameter
was decomposed to host and port.

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Decompose glance_api_servicers input

Because of existing limitations for resource inputs
connections, the glance_api_servicers upstream parameter
was decomposed to host and port.

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
175,solar-resources,5d5960190badf35ba8232863fae75b5f4509c402,"Add cinder volume ISCSI resource

Add ISCSI backend as enabled default for the
cinder_volume resource. Note, cannot be decoupled
as a separate resource because of the external
puppet class reference hardcoded upstream.

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add cinder volume ISCSI resource

Add ISCSI backend as enabled default for the
cinder_volume resource. Note, cannot be decoupled
as a separate resource because of the external
puppet class reference hardcoded upstream.

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
176,solar-resources,6c7e34679ce49fa29dc809d256790f61e94fee2a,"Add cinder_glance resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add cinder_glance resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
177,solar-resources,c5d2836efcc922d61daa4c4f6dcd98f05f996f55,"Merge pull request #58 from Mirantis/bogdando/nova

Bogdando/nova","Merge pull request #58 from Mirantis/bogdando/nova

Bogdando/nova"
178,solar-resources,a2ad4c1f15d7b8ea28e175d2264cc9249472ccef,"Fix glance api servers for nova compute

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix glance api servers for nova compute

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
179,solar-resources,087b2b7c62d46692526f4c437a21c19539631c6f,"Add nova_neutron resource.

Includes configuration only classes for nova compute:
nova::network::neutron and nova::compute::neutron
Combined into the single resource as the latter one
is too small (it has only 2 conf params)

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add nova_neutron resource.

Includes configuration only classes for nova compute:
nova::network::neutron and nova::compute::neutron
Combined into the single resource as the latter one
is too small (it has only 2 conf params)

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
180,solar-resources,09b3bd147b0e3ca53bb5882f0a7f91874fdd20f3,"Add nova comp libvirt resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add nova comp libvirt resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
181,solar-resources,c02055cc20900879400570d0db703f23cfe2c8bd,"Add exec post config and network refresh to n-compute

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add exec post config and network refresh to n-compute

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
182,solar-resources,4c8e99ff8bb4e6b651ff23756d8f9b65508265a3,"Add nova compute resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add nova compute resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
183,solar-resources,6ca7a3e62109f8efc821ac98e1c54f5dd31f3f4c,"Add nova conductor resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add nova conductor resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
184,solar-resources,ce6db69711cf9f1e8c6f37c4a914717af90e29bc,"Fix remove nova api resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix remove nova api resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
185,solar-resources,8ed672a8eec21e95df71547017a4e9781de280c3,"Fix schema and db-sync condition

Db sync should always be run once we
decoupled nova api from nova, unless we
have a proper notification system

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix schema and db-sync condition

Db sync should always be run once we
decoupled nova api from nova, unless we
have a proper notification system

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
186,solar-resources,ec4515efd39d7ff53b2f461dc4a9c2c91a2648d6,"Add missing post-config and nova-common

Required for decoupling usage of nova and
nova api classes in separate catalog runs

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add missing post-config and nova-common

Required for decoupling usage of nova and
nova api classes in separate catalog runs

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
187,solar-resources,962ab6f58e8fe61c7cadf39de7b96a900edfe23d,"Add missed admin_password for nova api resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add missed admin_password for nova api resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
188,solar-resources,f785ac25bf55bff168a3bf7db5babb989b94b137,"Fix typo

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix typo

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
189,solar-resources,840074ab40dc6023d7749101c2cac703422d45c1,"Add nova api puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add nova api puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
190,solar-resources,ec00e04af36b59714c02cbe3a89bd768719c8b23,"Del nova_api after moved to nova_puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Del nova_api after moved to nova_puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
191,solar-resources,c61536c1c41c7ba63000a4774ce18d4a60206b3f,"Fix schema for nova puppet

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix schema for nova puppet

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
192,solar-resources,f80698281b99ba6eceff3209e8c546c8e24c4b9a,"Create nova base puppet resource

Also align composition layer:
- rename nova_api to nova_puppet
- adjust connections

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Create nova base puppet resource

Also align composition layer:
- rename nova_api to nova_puppet
- adjust connections

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
193,solar-resources,899aff62b6d61756fa3c0e98982330035d16ac94,"Merge pull request #32 from Mirantis/glance-puppet

Glance puppet","Merge pull request #32 from Mirantis/glance-puppet

Glance puppet"
194,solar-resources,ba2ee11785aec050b721e567bf9e7e364b9da044,"Fix remove actions for glance puppet resources

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix remove actions for glance puppet resources

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
195,solar-resources,aefc796760a83a7aa4664f90364c4de48075da39,"Add glance registry puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add glance registry puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
196,solar-resources,1985565edf7df125470992a2be9f2d6ca2d2c292,"Fix glance puppet classes dependencies

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix glance puppet classes dependencies

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
197,solar-resources,bebf6e2856f7d5760dc42e358bcda30f9c74c769,"Align glance_puppet with cinder_puppet and upstream

Install glance base and API as the base class
does nothing but glance packages install.
Remove registry to be implemented as separate resource.
Update parameters to match upstream ones.

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Align glance_puppet with cinder_puppet and upstream

Install glance base and API as the base class
does nothing but glance packages install.
Remove registry to be implemented as separate resource.
Update parameters to match upstream ones.

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
198,solar-resources,dff1ada9e92084ce0db40101b00e53972fba7d6a,"Glance-puppet, not fully working yet","Glance-puppet, not fully working yet"
199,solar-resources,00154765a934c82573b9ac187fd2ba02fd4ab2ac,Merge branch 'master' into dry-run,Merge branch 'master' into dry-run
200,solar-resources,36858a921822c62fa79f6e2f0f864977161db072,"Merge pull request #27 from Mirantis/nova-api

nova-api resource","Merge pull request #27 from Mirantis/nova-api

nova-api resource"
201,solar-resources,dc21bd3f7b7682d9ccc495d6e5fc49f046c45796,"Merge branch 'master' into nova-api

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>

Conflicts:
	example-puppet.py","Merge branch 'master' into nova-api

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>

Conflicts:
	example-puppet.py"
202,solar-resources,e91c1524b495ebce83b3852cb73d56fcc4698014,"Merge pull request #47 from Mirantis/bogdando/cinder_volume_puppet

Bogdando/cinder volume puppet","Merge pull request #47 from Mirantis/bogdando/cinder_volume_puppet

Bogdando/cinder volume puppet"
203,solar-resources,41f8e9c409d1208e41c13d718c25b17a87803340,"Add compostion layer for c-volume puppet

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add compostion layer for c-volume puppet

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
204,solar-resources,25df204e56da86d77fc29f74e5b82700b4adc11c,"Remove enabled and manage_services params for c-volume

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Remove enabled and manage_services params for c-volume

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
205,solar-resources,44d58478b7b76d1e48c3ed3f9a62136e5bf3c250,"Add cinder volume puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add cinder volume puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
206,solar-resources,bdd489cb9c85b52d8e87bb2bb3f99c5c36f7722d,"Merge pull request #45 from Mirantis/bogdando/cinder_scheduler_puppet

Bogdando/cinder scheduler puppet","Merge pull request #45 from Mirantis/bogdando/cinder_scheduler_puppet

Bogdando/cinder scheduler puppet"
207,solar-resources,f35d1e2569e110739af8d1103effcaa0bd3b3b4a,"Remove enabled and manage_service for c-scheduler

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Remove enabled and manage_service for c-scheduler

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
208,solar-resources,6bcda5125b87bb7c2f85f6991641a43c7dfa03c6,"Fix cinder scheduler puppet params

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix cinder scheduler puppet params

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
209,solar-resources,6616bccec5a7235273b4d9a593b8c3ce13b88fbe,"Add cinder scheduler puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add cinder scheduler puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
210,solar-resources,9485f0bc0e177c9446e2574aa1806a2ee42332f9,"Merge pull request #42 from Mirantis/bogdando/cinder_api_puppet

Bogdando/cinder api puppet","Merge pull request #42 from Mirantis/bogdando/cinder_api_puppet

Bogdando/cinder api puppet"
211,solar-resources,00427f9aedd749d82feb6db15d78b4345ad90e5f,"Remove enabled and manage_service for c-api

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Remove enabled and manage_service for c-api

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
212,solar-resources,4555c6b3a851a5e0e449f569b83e6bd2500a01a6,"Fix undeploy and resource_name ref at cinder api

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix undeploy and resource_name ref at cinder api

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
213,solar-resources,3ba0930aa06d05e3da2d64af30a18f9b9c9dea5e,"Fix package cinder dependency for cinder api

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix package cinder dependency for cinder api

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
214,solar-resources,2e3f784f814e67c0c43fe872cdca7a1c1af97f77,"Fix indentation and parameters

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix indentation and parameters

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
215,solar-resources,157c975d72a89fb1bb4d20e923655bd639d0b8a3,"Add cinder api puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add cinder api puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
216,solar-resources,e89af4f7f92fe693180db25717a9f2fc5324761c,"Merge pull request #39 from Mirantis/bogdando/cinder_puppet

Bogdando/cinder puppet","Merge pull request #39 from Mirantis/bogdando/cinder_puppet

Bogdando/cinder puppet"
217,solar-resources,e4838e9b5526d0dafd56d282903b6fd0ea85edb2,"Merge pull request #44 from Mirantis/tpl

Update virtual resource for current branch","Merge pull request #44 from Mirantis/tpl

Update virtual resource for current branch"
218,solar-resources,d658be3b05493451ed4229d50156e1e1e8758bdb,Update virtual resource for current branch,Update virtual resource for current branch
219,solar-resources,02a32c12b6198ef7bf7c6dbe18c09e5c31d46488,"Fix remove and resource name ref for cinder

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix remove and resource name ref for cinder

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
220,solar-resources,55419610dee3a00fc9caff5993eded2abe9ada8a,"Merge pull request #40 from Mirantis/rabbitmq_fix

Use default nodename when removing","Merge pull request #40 from Mirantis/rabbitmq_fix

Use default nodename when removing"
221,solar-resources,570fa437eef09c33b63ce8c4c0e41033e5e20331,"Merge pull request #41 from Mirantis/neutron_fixes

Neutron fixes","Merge pull request #41 from Mirantis/neutron_fixes

Neutron fixes"
222,solar-resources,03f955d8897823d1fb9c7dea58ada1cf1a6cd52f,"Neutron fixes

- use correct role name
- use correct rabbitmq user/password
- set vhost name","Neutron fixes

- use correct role name
- use correct rabbitmq user/password
- set vhost name"
223,solar-resources,5d2cdb25c1fda4b4bb829cfb1906c8a8c5062555,Use default nodename when removing,Use default nodename when removing
224,solar-resources,c3b8ed0d038a713012da5d6e8ad82c919f95ca4b,Remove nodename,Remove nodename
225,solar-resources,768eaf0d455d998cc713f99b53638bd19ad82df2,change path,change path
226,solar-resources,a05e49b1d21d3ab107341428a35a391056f92b77,nova-api resource,nova-api resource
227,solar-resources,6f7338e914aa67d30d6bffd3b1e4a6853a49ce72,"Fix undef db conneciton for cinder

Do not pass deprecated param for cinder

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix undef db conneciton for cinder

Do not pass deprecated param for cinder

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
228,solar-resources,58bd845f907c44abab12cec57d545c481ec873f8,"Add cinder puppet resource

Populate from autogenerated parameters

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add cinder puppet resource

Populate from autogenerated parameters

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
229,solar-resources,21104fe5abc9f13f475680baf0881ca7fdcf7a93,Merge branch 'master' into dry-run,Merge branch 'master' into dry-run
230,solar-resources,9c216b936dd765f0ee8c49913b2ccea66bbe39bc,Merge branch 'master' into various-fixes,Merge branch 'master' into various-fixes
231,solar-resources,13210c89e35e3f20bc8f2cb40748216ccc4ff92c,"Merge pull request #29 from Mirantis/rabbitmq_fix

Rabbitmq startup fix","Merge pull request #29 from Mirantis/rabbitmq_fix

Rabbitmq startup fix"
232,solar-resources,7564788f7bd180401d0394886c7c5262ac4dc025,"Fix rabbitmq startup

Rabbitmq start with the default node name. Puppet tries to change nodename.
After this start stop status stops to work","Fix rabbitmq startup

Rabbitmq start with the default node name. Puppet tries to change nodename.
After this start stop status stops to work"
233,solar-resources,20c83228c52bbac8b7ca3c2e646596b38ce424e8,Merge branch 'master' into dry-run,Merge branch 'master' into dry-run
234,solar-resources,de55b32759ed5f2aed2a1953eaed9b57cb52e35f,Merge branch 'master' into various-fixes,Merge branch 'master' into various-fixes
235,solar-resources,f1a46923ec546d10a7313b650c8ea3964f81ef87,"Merge pull request #18 from Mirantis/rabbitmq_puppet

Rabbitmq puppet","Merge pull request #18 from Mirantis/rabbitmq_puppet

Rabbitmq puppetWait 1 second between retries"
236,solar-resources,e4f734665f88d13c314b9343daca884ba942f44d,Rabbitmq remove action and fixes,Rabbitmq remove action and fixes
237,solar-resources,0faf63559c7473fbc35d8de869996357cf887883,Rabbimtq service from puppet,Rabbimtq service from puppet
238,solar-resources,89aed85e951ece8251ba82d2104196ed0eda5239,"Merge pull request #21 from Mirantis/bogdando/dev

Bogdando/dev","Merge pull request #21 from Mirantis/bogdando/dev

Bogdando/dev"
239,solar-resources,2db3e8126a27490bb9d4934cccb98aa5db30192e,"Fix bools in puppet manifests

Capitalized bools ending up in wrong config values,
like 'fooparam=True[]'. Use the lower case instead.

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix bools in puppet manifests

Capitalized bools ending up in wrong config values,
like 'fooparam=True[]'. Use the lower case instead.

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
240,solar-resources,125577cb241d147baf21b504d1bb688f0e97978f,Merge branch 'master' into resource-compiler,Merge branch 'master' into resource-compiler
241,solar-resources,0ab0825734621fb5dc0e3cf14f3b888a23c5084c,"Merge pull request #10 from Mirantis/puppet-tests

Puppet handler & example-puppet.py","Merge pull request #10 from Mirantis/puppet-tests

Puppet handler & example-puppet.pyRemoved global solar ansible library"
242,solar-resources,df62d2a07a036d0eb4d6d0dca8c89b2de7b5b2d9,Merge branch 'puppet-tests' into dry-run,Merge branch 'puppet-tests' into dry-run
243,solar-resources,ef7a0002a716dc236f7eecbae72daa31a1ec259f,"Use FACTER_resource_name in shell variables

Also, use_sudo added to _scp_command.","Use FACTER_resource_name in shell variables

Also, use_sudo added to _scp_command."
244,solar-resources,224b3229ff6b9a97a13fab5d6817451a33cad659,"Merge pull request #16 from Mirantis/puppet-tests-fix

Puppet tests fix","Merge pull request #16 from Mirantis/puppet-tests-fix

Puppet tests fixDo not create nodes in test"
245,solar-resources,072f42b34b88dc7b5071f2c90b8e70d7c1ad71a5,Fix remove,Fix remove
246,solar-resources,c592016be77e47ca51714fc369564a988687a651,neutron_puppet works now with upstream openstack manifests,neutron_puppet works now with upstream openstack manifests
247,solar-resources,ccaadaf5f7638013ff01a17c943a44d7be10ef93,"Puppet: lots of fixes & improvements

- resource_provider became a general provider for git/zip/whatever data
- library-puppet is used to install & manage all dependencies
- keystone_puppet resource is added, with manifests from openstack git","Puppet: lots of fixes & improvements

- resource_provider became a general provider for git/zip/whatever data
- library-puppet is used to install & manage all dependencies
- keystone_puppet resource is added, with manifests from openstack git"
248,solar-resources,eec8bc18fefa9d8e6eba3ddd12f2966d789cedaa,Move Puppet resources to outside repos,Move Puppet resources to outside repos
249,solar-resources,9ebb1ac9122c002d764e423afcc1ad4e77d09fda,"hiera-redis added, single-master redis cluster","hiera-redis added, single-master redis cluster"
250,solar-resources,2d5264305bc7e772c7bd5f98d39c471519085066,Hiera storage showoff,Hiera storage showoff
251,solar-resources,5c70cd66351a766f069d401c691779a498bcc8fd,Puppet: Keystone remove action is working now,Puppet: Keystone remove action is working now
252,solar-resources,70032fe11b0894c4e0067bfc5b9a3fdf30eecdad,Puppet: added port to keystone,Puppet: added port to keystone
